"WISKI_STATION_NO","WISKI_EQUIS_ID","WU_SYS_ID","WID","EQUIS_STATION_ID"
H26019003,S005-998,59333611,"07020005-515",S006-000
H26023002,S005-860,59333611,"07020005-515",S005-998
H26132001,,59721332,"07020005-713",S006-053
H26038001,S002-201,59333657,"07020005-559",S005-919
H07062002,S001-903,74021925,"07010101-753",S001-893
H07064001,S001-901,74021925,"07010101-753",S001-893
H16067002,S003-891,59331802,"07010202-667",S002-649
H18043002,,77299870,"07010204-764",S002-027
W18071004,,77299870,"07010204-764",S002-027
E18043001,,77299870,"07010204-764",S002-356
W05012001,,64387678,"04010301-757",S006-090
H21045001,S006-104,72634909,"07010207-679",S006-104
W05018002,,59329074,"04010301-526",S006-091
E15001002,S000-150,74052651,"07010201-631",S006-059
H18043002,,77299870,"07010204-764",S002-441
H18071001,S006-495,77299870,"07010204-764",S003-966
H38020001,S003-325,59335703,"07040001-517",S006-061
H03158001,,59328808,"04010201-A41",S006-071
W20056001,S000-025,74058644,"07010206-805",S006-145
H16073002,,59331404,"07010202-570",S006-153
W32011001,S000-658,59334571,"07020011-620",S000-659
W32011003,S000-662,59334571,"07020011-620",S000-662
W32011003,S000-662,59334571,"07020011-620",S005-319
H16009002,S003-882,59331811,"07010202-676",S003-681
W03123002,,59328092,"04010201-569",S006-108
H49007001,S004-113,59339145,"07080202-501",S000-002
H49007002,,59339145,"07080202-501",S000-002
H49009001,S000-084,59339145,"07080202-501",S000-002
W49009002,,59339145,"07080202-501",S000-002
H33121001,,59334338,"07020012-519",S003-841
H33121005,,59334338,"07020012-519",S003-841
H41014001,,68390519,"07040004-975",S003-844
W12031002,,59330842,"07010106-537",S003-853
W03164002,,59328064,"04010201-541",S003-780
W03164004,,59328064,"04010201-541",S003-780
W03009010,,59328064,"04010201-541",S003-780
W03164007,,59328064,"04010201-541",S003-780
W03164026,,59328064,"04010201-541",S003-780
H36048001,S004-640,59335245,"07030004-511",S003-782
E24023001,S003-087,59332880,"07020003-501",S003-828
W33142001,,76716511,"07020012-808",S003-785
W44004001,,59338778,"07060001-520",S003-794
E41063001,,59337248,"07040004-507",S003-802
W55060001,S000-062,77362376,"09020102-583",S000-062
E20088003,,77108555,"07010206-814",S000-068
W17012001,,59331658,"07010203-515",S003-767
W02039029,,59327512,"04010102-543",S003-769
H02039003,,59327512,"04010102-543",S003-769
E20114001,,59332224,"07010206-539",S003-732
H17011001,,59331692,"07010203-549",S003-911
W13045001,S007-421,59331270,"07010107-505",S003-925
W14051004,,59331045,"07010108-505",S003-922
H14051002,,59331045,"07010108-505",S003-923
W14016001,S007-433,59331045,"07010108-505",S003-923
E20088001,,77108555,"07010206-814",S003-897
W03163003,,77221718,"04010201-B02",S003-898
E03163019,,77221718,"04010201-B02",S003-898
W03163023,,77221718,"04010201-B02",S003-898
H16011009,,59331401,"07010202-567",S003-873
H16060001,S002-647,59331386,"07010202-552",S003-879
H17011001,,59331692,"07010203-549",S003-415
H17011002,,59331692,"07010203-549",S003-415
H39103003,S004-447,59335981,"07040002-542",S003-575
W15044001,S008-819,59331477,"07010201-507",S003-330
W32071002,,59334506,"07020011-556",S003-446
H37022001,S000-125,59335399,"07030005-509",S003-468
W31027002,S000-354,59334066,"07020010-510",S003-444
W65003002,S004-212,77280700,"09020304-567",S002-977
W18051002,S000-921,59331920,"07010204-585",S000-923
W39019001,S001-582,59335947,"07040002-509",S000-037
E29001001,S001-918,59333826,"07020008-501",S000-053
W33119001,S005-129,59334631,"07020012-505",S000-172
H12039001,S001-926,76152994,"07010106-721",S000-176
W43035001,,59337972,"07040008-616",S003-397
W43060002,S005-073,59337915,"07040008-559",S003-399
W71073001,,59341414,"09020314-504",S000-116
W20070001,,59332269,"07010206-584",S000-122
E20065001,,74058644,"07010206-805",S000-024
W61044001,S000-562,76957467,"09020301-544",S000-009
E19082001,,59332383,"07010205-508",S000-164
E72065001,S002-812,59341517,"09030001-537",S000-166
H57026001,S002-097,76957219,"09020104-544",S000-391
H19049001,,59332385,"07010205-510",S000-395
H19062001,,59332385,"07010205-510",S000-396
W19049004,S001-514,59332385,"07010205-510",S000-396
W39088001,,59335953,"07040002-515",S000-508
W30025002,S009-555,59334254,"07020009-515",S000-521
W10067002,S000-414,59330693,"07010104-530",S000-412
E20041001,S000-025,74058644,"07010206-805",S000-346
W19049004,S001-514,59332385,"07010205-510",S000-348
W19049003,S000-352,59332385,"07010205-510",S000-350
W19049004,S001-514,59332385,"07010205-510",S000-351
W56020002,S000-537,59339775,"09020103-521",S000-473
E66057002,S009-392,59340782,"09020305-518",S000-477
H60029001,S007-619,59340610,"09020108-504",S000-483
W16046001,S000-497,77121316,"07010202-726",S000-497
E16058004,,59331332,"07010202-501",S000-503
E41063002,,59337248,"07040004-507",S000-357
W16011003,S000-361,59331353,"07010202-520",S000-361
E28054001,S001-759,76595465,"07020007-722",S000-736
E22010001,,76595422,"07020001-552",S000-742
W40029004,,59336233,"07040003-542",S000-830
W40008003,,59336233,"07040003-542",S000-833
W40029003,,59336233,"07040003-542",S000-833
E40030001,,59336250,"07040003-559",S000-844
E40030001,,59336250,"07040003-559",S000-846
H26012001,S000-898,59333621,"07020005-523",S000-898
W26010002,S000-928,59333621,"07020005-523",S000-899
H09045004,,59330613,"07010103-900",S000-940
W28044001,,59333978,"07020007-534",S000-763
H43073002,,59337904,"07040008-548",S000-768
W43073001,,59337904,"07040008-548",S000-768
W43073003,S000-773,59337904,"07040008-548",S000-769
W75053003,,76964931,"09030002-648",S000-191
W23007003,S000-195,59333095,"07020002-501",S000-195
W17011003,,59331692,"07010203-549",S003-412
H17011002,,59331692,"07010203-549",S003-413
E17022001,,74053482,"07010203-728",S000-149
E05008001,,59329079,"04010301-531",S003-250
H05008002,S004-929,59329079,"04010301-531",S003-250
W05008003,,59329079,"04010301-531",S003-250
H02031001,S001-756,59327524,"04010102-555",S001-756
W57008003,S001-060,59340124,"09020104-520",S001-060
W57005001,S001-061,59340124,"09020104-520",S002-004
W57005002,S002-004,59340124,"09020104-520",S002-004
H09087001,,74051001,"07010103-708",S003-663
H57026001,S002-097,76957219,"09020104-544",S003-658
W02026003,,59327473,"04010102-504",S003-670
W24040002,S003-701,59332894,"07020003-515",S003-674
W02026003,,59327473,"04010102-504",S003-642
E20110001,,59332190,"07010206-506",S003-643
W20110002,,59332190,"07010206-506",S003-651
E41064001,,59337322,"07040004-581",S001-364
E22012001,S003-091,59333056,"07020001-525",S000-784
H48056001,,59339037,"07080201-503",S000-790
E55060001,S000-062,59340013,"09020102-503",S000-681
H56028001,,77131737,"09020103-767",S000-683
W83016003,S000-014,59342762,"10170204-509",S000-689
W80010002,S000-795,59342418,"09030009-501",S000-795
W80010003,S000-797,59342418,"09030009-501",S000-797
W41051002,,59337279,"07040004-538",S000-800
W41015003,,68390325,"07040004-973",S000-810
W41006002,S005-741,68390251,"07040004-971",S000-812
E41042001,,59337243,"07040004-502",S000-819
W41031003,S003-772,59337243,"07040004-502",S000-819
W68017002,S013-726,72730666,"09020309-540",S000-699
W10063001,S001-031,59330660,"07010104-502",S001-058
W19036002,,59332386,"07010205-511",S001-443
H36072006,S004-397,59334962,"07030004-547",S001-646
W35039003,S010-339,59335134,"07030003-543",S001-647
H36072002,S001-646,59334962,"07030004-547",S001-649
H36072005,S001-649,59334962,"07030004-547",S001-649
E35065001,,59335108,"07030003-517",S001-651
W39112001,,59335967,"07040002-528",S001-669
W17011003,,59331692,"07010203-549",S003-416
E16058004,,59331332,"07010202-501",S003-683
W16058003,,59331332,"07010202-501",S003-683
W40021002,,61898302,"07040003-F16",S000-324
W40023002,,61898302,"07040003-F16",S000-326
H40021001,,61898302,"07040003-F16",S000-329
E41063001,,59337248,"07040004-507",S000-332
W19043002,S007-617,68226607,"07010205-638",S000-457
W19043002,S007-617,68226607,"07010205-638",S000-460
E19043001,,68226607,"07010205-638",S000-463
W19043002,S007-617,68226607,"07010205-638",S000-463
W19038001,,68226607,"07010205-638",S000-463
H19057001,S000-466,68226607,"07010205-638",S000-463
W75005001,,77129864,"09030008-559",S000-336
H28038002,S000-041,76595467,"07020007-723",S000-341
H55060002,S000-681,59340013,"09020102-503",S000-344
E09064001,S003-656,74050586,"07010103-707",S000-220
W09057001,S000-220,74050586,"07010103-707",S000-220
W48019002,,59339056,"07080201-522",S000-229
W51051001,,76762875,"07100001-656",S000-232
E22010001,,76595422,"07020001-552",S000-237
E22010002,,76595422,"07020001-552",S000-237
H01092001,S000-250,59326184,"04010101-508",S000-250
W01022003,,59326178,"04010101-502",S000-251
H02012004,,77960072,"04010102-C58",S000-256
H02026001,S003-642,59327473,"04010102-504",S000-257
H01063003,S004-406,59326730,"04010101-613",S000-261
H01076003,,72941351,"04010101-D57",S000-265
E66035001,,76797826,"09020305-647",S002-981
E66035002,S009-370,76797826,"09020305-647",S002-981
E67014003,S008-902,59341230,"09020306-507",S002-983
H55033001,S003-104,77835404,"09020102-597",S003-104
L78002400,,59339949,"09020101-503",S003-108
E20093001,,59332224,"07010206-539",S000-079
W20110002,,59332190,"07010206-506",S000-081
E20062001,,59332215,"07010206-530",S000-082
E69001001,S000-557,76958391,"09020311-561",S000-090
E69001002,S007-127,76958391,"09020311-561",S000-090
H69036002,,59341000,"09020311-503",S002-993
H70046001,S002-997,59341080,"09020312-521",S002-997
W70020001,S002-370,59341067,"09020312-508",S003-092
W56050003,,77131789,"09020103-774",S000-112
W24038001,,59809553,"07020003-563",S003-381
H40019001,S001-831,61899316,"07040003-F19",S003-710
W36020001,,59334964,"07030004-549",S002-592
W36020001,,59334964,"07030004-549",S002-676
H16029001,S000-369,59331361,"07010202-527",S003-521
H16029002,S008-429,59331361,"07010202-527",S003-521
H16010001,S003-880,59331394,"07010202-560",S003-534
W03189035,,59328150,"04010201-627",S003-504
H18051004,S000-920,59331920,"07010204-585",S001-502
W61011001,S003-499,78004486,"09020301-558",S003-499
H18051001,S001-502,59331920,"07010204-585",S000-921
W37024002,,59335400,"07030005-510",S003-475
W30057001,S013-707,59334241,"07020009-503",S000-532
W56020002,S000-537,59339775,"09020103-521",S000-538
H39103001,S002-465,59335981,"07040002-542",S000-547
W61046002,S000-008,76957467,"09020301-544",S000-562
H10082001,,74051199,"07010104-656",S000-570
H10082001,,74051199,"07010104-656",S000-573
E19024001,S002-015,68420604,"07010205-658",S000-578
E19043001,,68226607,"07010205-638",S000-580
W19043002,S007-617,68226607,"07010205-638",S000-580
H19038002,S000-579,68226607,"07010205-638",S000-581
E19082001,,59332383,"07010205-508",S001-827
H40019001,S001-831,61899316,"07040003-F19",S001-831
W40017004,S012-277,59336245,"07040003-554",S001-833
W24018003,S004-553,59332884,"07020003-505",S001-835
W24037001,S003-676,59332880,"07020003-501",S001-836
H24020001,S003-084,59332884,"07020003-505",S001-838
E21059002,,59332565,"07010207-542",S001-298
E20088003,,77108555,"07010206-814",S001-303
E39004002,S000-003,59335940,"07040002-502",S001-309
H76033001,S004-871,59341973,"09030005-524",S001-495
W73058002,S006-927,59341838,"09030002-503",S001-497
H18023003,,59331874,"07010204-539",S001-498
W43068001,,59337913,"07040008-557",S001-323
W41051004,,59337279,"07040004-538",S001-324
H18062001,,59332137,"07010204-506",S001-503
W19027002,,68420605,"07010205-659",S001-513
E20095002,S005-017,77058283,"07010206-811",S001-339
E40029001,,59336233,"07040003-542",S001-528
H18049001,,59331889,"07010204-554",S001-534
E18033001,,59332142,"07010204-511",S001-535
W21005002,,59332569,"07010207-546",S001-541
W83016002,S005-381,59342762,"10170204-509",S001-359
W03161003,,59328148,"04010201-625",S001-417
W03161004,,59328148,"04010201-625",S001-417
W37015001,,77584647,"07030005-797",S001-419
H39027001,S004-449,59335999,"07040002-560",S001-586
W39028001,,59335999,"07040002-560",S001-586
W39112002,,59335967,"07040002-528",S001-601
W21071001,S007-552,59332527,"07010207-504",S001-603
W21071002,S005-326,59332527,"07010207-504",S001-603
H41061002,S007-956,59337277,"07040004-536",S001-612
E20114001,,59332224,"07010206-539",S001-375
W38004003,,59335704,"07040001-518",S001-382
W38004006,,59335704,"07040001-518",S001-382
W38006003,,60171522,"07040001-708",S001-385
W20070001,,59332269,"07010206-584",S001-388
H10060001,S001-993,59330660,"07010104-502",S001-992
H10060001,S001-993,59330660,"07010104-502",S001-993
W25009001,S002-141,59333314,"07020004-508",S002-141
W25049001,,77440831,"07020004-786",S002-157
H10065001,,59330660,"07010104-502",S001-997
E10015001,S002-010,74051048,"07010104-655",S002-010
H19049001,,59332385,"07010205-510",S001-845
H19049002,,59332385,"07010205-510",S001-845
H19027001,S002-014,68420605,"07010205-659",S002-048
E24059001,,59332891,"07020003-512",S002-065
W24042001,S003-088,59332900,"07020003-521",S002-067
H26019002,,59333611,"07020005-515",S001-868
H63074001,S007-058,59340664,"09020303-515",S002-081
W63074002,,59340664,"09020303-515",S002-081
W62033002,,59340881,"09020302-541",S002-085
E66057002,S009-392,59340782,"09020305-518",S002-091
H33075001,S001-891,76721172,"07020012-834",S001-891
H66021002,S001-911,76801414,"09020305-653",S001-909
W66021003,,76801414,"09020305-653",S001-909
W71054001,S004-135,59341415,"09020314-505",S002-105
E66062001,,76797694,"09020305-646",S002-133
E66008004,S003-382,59340781,"09020305-517",S001-910
H09045005,,59330405,"07010103-508",S001-924
W15030002,,59331516,"07010201-545",S001-930
H03001003,S001-169,59328271,"04010201-512",S003-071
W03001007,S007-977,59328271,"04010201-512",S003-071
E24053001,,59332885,"07020003-506",S003-079
H24053001,S003-079,59332885,"07020003-506",S003-079
W24037002,S001-112,59332880,"07020003-501",S003-087
W25141001,,77438650,"07020004-765",S002-344
H25151002,S002-320,77438650,"07020004-765",S002-340
W25141002,,77438650,"07020004-765",S002-338
W25141001,,77438650,"07020004-765",S002-336
W25141001,,77438650,"07020004-765",S002-328
H18023001,,59331874,"07010204-539",S002-295
H18023001,,59331874,"07010204-539",S002-296
E33130001,,59334423,"07020012-604",S003-268
W58040002,S003-693,59340161,"09020106-501",S002-708
E66057002,S009-392,59340782,"09020305-518",S002-915
E66041002,S002-124,76797827,"09020305-648",S002-917
W25007002,S000-603,59333330,"07020004-523",S000-603
H03155005,,59328075,"04010201-552",S000-617
W03149004,,59328075,"04010201-552",S000-617
W40023001,,61898302,"07040003-F16",S000-288
H19043001,S000-582,68226607,"07010205-638",S000-289
W35022001,S001-674,59335122,"07030003-531",S000-297
W39044001,S000-450,59335941,"07040002-503",S000-300
H15045003,,59331492,"07010201-521",S000-421
W38004003,,59335704,"07040001-518",S000-429
W38004002,S004-004,59335704,"07040001-518",S000-430
W38004004,,59335704,"07040001-518",S000-430
H33075001,S001-891,76721172,"07020012-834",S000-435
H33075001,S001-891,76721172,"07020012-834",S000-437
W20056001,S000-025,74058644,"07010206-805",S003-019
H30028001,S003-024,59334241,"07020009-503",S003-024
E19082001,,59332383,"07010205-508",S001-801
W51012001,,59339601,"07100001-524",S001-804
W18061003,,77299849,"07010204-751",S002-023
H18063001,,59332138,"07010204-507",S002-026
H07115001,S002-034,74022909,"07010101-754",S002-036
L11014700,,74026137,"07010101-755",S002-037
H03153002,,59328102,"04010201-579",S001-680
W73059001,S001-681,59341836,"09030002-501",S001-681
H39103002,S004-448,59335981,"07040002-542",S001-683
W39103007,S006-672,59335981,"07040002-542",S001-683
W41051003,S006-491,59337280,"07040004-539",S001-686
W31048001,,72466258,"07020010-571",S001-713
W36009002,S003-527,59334967,"07030004-552",S001-726
E19082001,,59332383,"07010205-508",S001-731
W31020002,S001-078,59334058,"07020010-502",S001-747
W31021003,,59334073,"07020010-517",S001-749
W01063002,S001-753,59326729,"04010101-612",S001-753
W01063004,,59326729,"04010101-612",S001-753
W02038013,,59327480,"04010102-511",S001-757
H40019004,,61899316,"07040003-F19",S001-769
H30028001,S003-024,59334241,"07020009-503",S001-088
W38015003,S003-230,59335689,"07040001-504",S001-193
W27043003,S001-203,59333856,"07020006-502",S001-199
W41060001,S005-422,59337244,"07040004-503",S001-207
W25141003,S008-272,77438650,"07020004-765",S001-217
W26010001,S000-901,59333621,"07020005-523",S001-225
H38015001,,59335689,"07040001-504",S001-230
E18087001,,59332132,"07010204-502",S001-253
E60088001,S001-155,76792248,"09020108-643",S001-155
W51107001,,59339578,"07100001-501",S001-157
W10067002,S000-414,59330693,"07010104-530",S001-018
H10065003,S001-994,59330660,"07010104-502",S001-030
W48056002,,59339037,"07080201-503",S001-037
H03001002,S003-070,59328271,"04010201-512",S001-168
H03001003,S001-169,59328271,"04010201-512",S001-168
H03001012,S008-484,59328271,"04010201-512",S001-168
W03001004,,59328271,"04010201-512",S001-168
W03001006,S007-978,59328271,"04010201-512",S001-168
E03001001,,59328271,"04010201-512",S001-170
H03001001,S003-071,59328271,"04010201-512",S001-170
H03001002,S003-070,59328271,"04010201-512",S001-170
W03001013,,59328271,"04010201-512",S001-170
W03001005,,59328271,"04010201-512",S001-170
H03001011,,59328271,"04010201-512",S001-173
H37041001,,59335430,"07030005-538",S001-426
E20093001,,59332224,"07010206-539",S001-429
H20114002,S003-742,59332224,"07010206-539",S001-429
W19027002,,68420605,"07010205-659",S001-440
E56082006,,77131757,"09020103-772",S002-171
E27043002,S003-702,59333856,"07020006-502",S002-185
